tipo,Nombre_de_la_Serie,valor,categoria
CDMX,2015/06,900566387,estado
CDMX,2015/07,714803723,estado
CDMX,2015/08,763762725,estado
CDMX,2015/09,735512968,estado
CDMX,2015/10,790237921,estado
CDMX,2015/11,721769064,estado
CDMX,2015/12,1062704415,estado
CDMX,2016/01,297452826,estado
CDMX,2016/02,448902299,estado
CDMX,2016/03,539646185,estado
CDMX,2016/04,686504283,estado
CDMX,2016/05,677941594,estado
CDMX,2016/06,930907146,estado
CDMX,2016/07,683278550,estado
CDMX,2016/08,804548161,estado
CDMX,2016/09,661794043,estado
CDMX,2016/10,767463515,estado
CDMX,2016/11,641375065,estado
CDMX,2016/12,938382177,estado
CDMX,2017/01,467771683,estado
CDMX,2017/02,426437972,estado
CDMX,2017/03,732280773,estado
CDMX,2017/04,610241625,estado
CDMX,2017/05,872577588,estado
CDMX,2017/06,973602640,estado
CDMX,2017/07,962888749,estado
CDMX,2017/08,992711417,estado
CDMX,2017/09,752690805,estado
CDMX,2017/10,835479431,estado
CDMX,2017/11,902924035,estado
CDMX,2017/12,1192547793,estado
CDMX,2018/01,409822030,estado
CDMX,2018/02,624404946,estado
CDMX,2018/03,581403053,estado
CDMX,2018/04,816485906,estado
CDMX,2018/05,889016785,estado
CDMX,2018/06,1018236470,estado
CDMX,2018/07,902341524,estado
CDMX,2018/08,955714375,estado
CDMX,2018/09,707043066,estado
CDMX,2018/10,994039599,estado
CDMX,2018/11,897509555,estado
CDMX,2018/12,965021533,estado
CDMX,2019/01,595135372,estado
CDMX,2019/02,697516537,estado
CDMX,2019/03,800035829,estado
CDMX,2019/04,771047995,estado
CDMX,2019/05,921953219,estado
CDMX,2019/06,1035681198,estado
CDMX,2019/07,932213941,estado
CDMX,2019/08,947282432,estado
CDMX,2019/09,906128264,estado
CDMX,2019/10,927234905,estado
CDMX,2019/11,764152484,estado
CDMX,2019/12,987203675,estado
CDMX,2020/01,355255384,estado
CDMX,2020/02,774502158,estado
CDMX,2020/03,836970207,estado
CDMX,2020/04,438489105,estado
CDMX,2020/05,597732932,estado
CDMX,2020/06,738521220,estado
CDMX,2020/07,750600114,estado
CDMX,2020/08,723017053,estado
CDMX,2020/09,729555288,estado
Campeche,2012/01,43176914,estado
Campeche,2012/02,54702344,estado
Campeche,2012/03,88674533,estado
Campeche,2012/04,52802601,estado
Campeche,2012/05,60999022,estado
Campeche,2012/06,63836779,estado
Campeche,2012/07,66851976,estado
Campeche,2012/08,67039532,estado
Campeche,2012/09,56542951,estado
Campeche,2012/10,76742613,estado
Campeche,2012/11,296724529,estado
Campeche,2012/12,53301148,estado
Campeche,2013/01,26989973,estado
Campeche,2013/02,33462772,estado
Campeche,2013/03,32954913,estado
Campeche,2013/04,38326442,estado
Campeche,2013/05,59832485,estado
Campeche,2013/06,79211052,estado
Campeche,2013/07,57375997,estado
